crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description 
26153,ENG 174,ACTING TECHNIQUES: F19,Fall 2019,4.0,Open,T,1400,1640,TODD,107,NULL,BROWNE P,NULL,"This course serves as an introduction to, and exploration of the acting process for the stage, developing the fundamental skills students need to approach a text from a performer’s standpoint and to create character. The course takes as its basic premise that the actor’s instrument is the self—with all of the physical, psychological, intellectual, social, moral and spiritual implications of that term. Students will be encouraged in both the expression and the expansion of the self and of the imagination. The class will also help the student develop an overall appreciation for the role of the theatre in today’s society."
26164,ENG 174,ACTING TECHNIQUES: FALL LAB,Fall 2019,LAB,Open,W,1525,1640,TODD,107,NULL,BROWNE P,NULL,"This course serves as an introduction to, and exploration of the acting process for the stage, developing the fundamental skills students need to approach a text from a performer’s standpoint and to create character. The course takes as its basic premise that the actor’s instrument is the self—with all of the physical, psychological, intellectual, social, moral and spiritual implications of that term. Students will be encouraged in both the expression and the expansion of the self and of the imagination. The class will also help the student develop an overall appreciation for the role of the theatre in today’s society.  Fall class: in conjunction with a weekly scheduled lab."
26170,ENG 176,MOVEMENT FOR THE ACTOR,Fall 2019,4.0,Open,MF,1650,1805,TODD,107,NULL,BICKWEAT PENN,NULL,"Ninety three percent of communication is nonverbal.  In today's ever increasingly technological world “soft skills” are more valuable than ever.  It is not just important what we say, but how we say it.  In Movement for Stage using Alexander Technique, Bartenieff Fundamental, View Points, Laban and many other exercises and explorations students will gain an awareness of their own habits and physical tensions, learn alignment and relaxation techniques, let go of inhibitions and then learn to make physical choices to create diverse and inventive characters.  Students will learn to read the body language of others and tools to use in their own lives to physically adjust and respond and relate to new situations in new ways."
26188,ENG 178,DESIGN FOR STAGE: TBA,Fall 2019,2.0,Open,M,1150,1345,TODD,107,NULL,NULL,ENG 154 or ENG 155,Design for Stage: TBA
26197,ENG 180,DIRECTING,Fall 2019,4.0,Open,F,1400,1640,TODD,107,NULL,GREER A,NULL,"In today’s theatre, the director is generally considered to be the key creative figure in how a theatre production is conceived, explored and presented.  But the director’s task is a difficult one, encompassing rigorous intellectual, theatrical and artistic knowledge and skills. This introductory directing techniques class for aspiring directors will explore the nature of the theatrical event, investigate conceptualization, visualization, text analysis, action and design as they pertain to the director's craft. In conjunction with a weekly scheduled lab."
26202,ENG 180,DIRECTING LAB,Fall 2019,LAB,Open,W,1525,1640,TODD,107,NULL,GREER A,NULL,"In today’s theatre, the director is generally considered to be the key creative figure in how a theatre production is conceived, explored and presented.  But the director’s task is a difficult one, encompassing rigorous intellectual, theatrical and artistic knowledge and skills. This introductory directing techniques class for aspiring directors will explore the nature of the theatrical event, investigate conceptualization, visualization, text analysis, action and design as they pertain to the director's craft. In conjunction with a weekly scheduled lab."
86556,ENG 184,INTRO TO THEATRE: F19,Fall 2019,4.0,Open,W,1400,1640,TODD,202F,NULL,MAISTER N; RICE G,NULL,"This course allows students to comprehensively and actively understand the entire theatrical production process from the page to the stage. Students will study and gain insight into an actual text being produced in Todd Theatre; work with the artist directing the production to understand and explore the creative and artistic process; and gain first-hand, practical experience working on the production in one of many labs associated with the production process (scenery, lighting, costume, sound, etc.). A unique class melding the theoretical and practical. There is a required lab component that will be scheduled with the instructor."
85586,ENG 200,HISTORY OF THE ENGLISH LANGUAGE,Fall 2019,4.0,Open,TR,1400,1515,LCHAS,104,No Cap,ROZENSKI S,NULL,"All languages change over time, often in predictable patterns. Where did today’s standard English come from, and how is our sense of that standard tied to assumptions about race, class, gender, and nationality? To find out, we will begin roughly 5,000 years ago,studying the common ancestor of languages as different as English, Hindi, and Polish: Proto-Indo-European. We will learn about the prehistoric roots of English, then turn to the earliest written evidence of it: “Anglo-Saxon” or “Old English,” ca. 600-1100.The language was transformed in the wake of the Norman Invasion of 1066, as English became lower in status than both Anglo-Norman French and Latin for a few centuries. Next, we will learn about the growth of English, and its changes, in the age of Chaucer (Middle English) and Shakespeare (Early Modern English). Finally, we will explore processes of standardization, hybridization, and diffusion in the complex effects of English’s spread across the globe over the course of the past 450 years."
85577,ENG 204,CHAUCER,Fall 2019,4.0,Open,TR,940,1055,MOREY,502,NULL,HEYWORTH G,NULL,"Chaucer’s reputation as “Father” of English sometimes obscures his claims to other superlatives: funniest (lol) and wittiest, most book-learned, most outrageous, most intellectually curious, most experimental. His alter ego, Geffrey, occupies the heart of many of his fictions, and this entirely likeable, intensely intimate, but totally elusive persona creates enormous pleasure and provocation. His portrayal of sexual relations and identities have unsettled and enriched the expectations of all readers. We will explore and enjoy his greatest poetry, including the Canterbury Tales and Troilus and Criseyde, arguably the best long poem ever written in English. The course aims to create an indelible impression of Chaucer’s writing, and a broad appreciation of medieval culture. We will read and recite Chaucer’s distinctive words and sounds, memorable in themselves and in opening new vistas on the language we now speak. Writing includes a series of response papers, as well as a longer final paper and take-home final."
26226,ENG 206,MEDIEVAL OTHERWORLDS,Fall 2019,4.0,Open,MW,1150,1305,DEWEY,4162,NULL,HAHN T,NULL,"We will re-enter the lives and desires of late medieval women and men, reading both popular and artful stories that then and now hold the imagination of living readers. We will pursue ghosts and revenants who bridge the world of spirit and flesh, reanimated corpses and souls rescued from damnation, the lives of saints and those now in purgatory or hell, charting intense medieval responses to living, loving, and dying. Works will include the out-of-body experience of Pearl, fantasies of earthly OtherWorlds and global diversity in Mandeville’s Travels and other exotic narratives, and personal revelations by Julian of Norwich and Margery Kempe, the first women writers in English. Using digital sources, we will immerse ourselves in the physical books and images of manuscript and early print cultures. Our purpose is to enrich our sense of the present by gaining a sure grasp of this earlier English language and art. Students will offer presentations, write short responses / analyses, and a longer final paper."
26234,ENG 206,"DANTE'S ""DIVINE COMEDY"": A JOURNEY FROM INFERNO TO PARADISE, PART I. ""INFERNO"" AND ""PURGATORIO""",Fall 2019,4.0,Open,MW,1525,1640,GAVET,310,No Cap,STOCCHI-PERUC,NULL,"The first of a sequence of two, the course approaches ""The Divine Comedy"" both as a poetic masterpiece and as an encyclopedia of medieval culture. Through a close textual analysis of ""Inferno,"" and the first half of ""Purgatorio,"" students learn how to approach Dante’s poetry as a vehicle for thought, an instrument of self-discovery, and a way to understand and affect the historical reality. They also gain a perspective on the Biblical, Christian, and Classical traditions as they intersect with the multiple levels of Dante’s concern, ranging from literature to history, from politics to government, from philosophy to theology. A visual component, including illustrations of the ""Comedy"" and multiple artworks pertinent to the narrative, complements the course. Class format includes lectures, discussion, and a weekly recitation session. Intensive class participation is encouraged. Dante I can be taken independently from Dante II. No prerequisites. Freshmen are welcome. Part of the Dante Humanities Cluster."
