crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description,major 
87807,ENG 264,The Films of Pier Paolo Pasolini,Fall 2018,4.0,Open,MW,1650,1805,B&L,315,0,KORN A,NULL,"Pier Paolo Pasolini is one of Italy’s major twentieth-century artists and intellectuals. He worked as a poet, novelist, filmmaker, playwright, essayist and painter, and created scandal with his radical critique of Italy’s modernization and rising consumer culture in the 1960s. As a director, he made some of the most challenging and controversial films in cinema history. This course gives students a solid understanding of his major films by examining how each work addresses Italy’s transformation from a premodern, agrarian and artisanal culture, to a modern, capitalist one. Films include: Accattone, Mamma Roma, The Hawks and the Sparrows, Theorem, The Decameron and Salò, or the 120 Days of Sodom. To provide students with a foundation in Pasolini’s thinking and in film analysis, discussions will focus on both thematic and formal issues, such as Marxist politics, Catholicism, homoeroticism, sexuality, violence and his pastiche style. Readings will be in English and films will be shown with English subtitles.",ENG
26338,ENG 265,FAMILY REPRESSION AND RAGE,Fall 2018,4.0,Open,TR,940,1055,MOREY,501,0,BLEICH D,NULL,"Understanding social psychology of modern & contemporary Western/American family experience, & especially its means of abetting the concealment, repression, & suppression of people's emotional lives. Study of the films combines with the readings seek to develop critical understanding of the nuclear family & the conditions it may create for child-rape, racism, homophobia, murder & self-destructive behavior such as substance abuse, self- mutilation, & suicide. Sometimes the violence is arbitrary, sometimes inevitable, sometimes incomprehensible. Each case the course's attention is on the personal & collective machineries of repression, resulting rage in many individuals & frequent (now often familiar) violent results. Readings incl; Nancy Chodorow, Alice Miller, Kristin Kelly, & Stephanie Coontz. Films are taken from: A Price Above Rubies, A Thousand Acres, All My Sons, American Beauty, American History X, Bastard out of Carolina, Crimes & Misdemeanors, Dolores Claiborne, and others.",ENG
82998,ENG 265,RACE & GENDER IN POP FILM,Fall 2018,4.0,Open,MW,1230,1345,MOREY,504,40,WILLIS S,NULL,"This course explores Hollywood's current fascination with race and gender as social issues and spectacles. In particular, we will focus on the ways that social difference have become the sites of increasingly conflicted narrative and visual interactions in our films. To examine competing representations of racial difference and sexual difference in contemporary US culture, we analyze popular films of the 1980s and 1990s, from thrillers to action films to comedies.",ENG
83818,ENG 267,PUBLISHING LITERARY TRANSLATION,Fall 2018,4.0,Open,MW,1230,1345,MEL,219,20,POST C,NULL,"This course runs in combination with an internship at Open Letter Books and focuses on explaining the basics of the business of literary publishing: editing, marketing, promoting, fundraising, ebooks, the future of bookselling, etc. Literature in translation is emphasized in this class, and all the topics covered tie in with the various projects interns work on for Open Letter Books.",ENG
26411,ENG 270,ADVANCED TECHNICAL THEATRE,Fall 2018,4.0,Open,W,900,1140,TODD,202F,15,RICE G,by arrangement w/instructor,"Investigate technical theater beyond the realms of ENG 170/171 (Technical Theater).  Focus on skilled and specialized work related to the scenic design and technical production of the semester's Theatre Program productions.  Working in small seminars and in one-on-one tutorials, the instructor will assist students in learning more about their chosen technical area, including advanced scenic and technical problem-solving. There is a required lab component that will be scheduled with the instructor.",ENG
86296,ENG 272,ADVANCED ACTING,Fall 2018,4.0,Open,M,1400,1640,TODD,107,15,SCOTT-FLAHERT,Instructor permission by audition,"Advanced Acting aims to provide students who have substantial or significant performance experience an opportunity to explore, in depth, advanced acting techniques, while further developing interpretive and imaginative skills.  The class aims to build creativity and the ability to inhabit a broad diversity of characters and performance styles.",ENG
26425,ENG 275,ADVANCED CREATIVE WRITING: FICTION,Fall 2018,4.0,Open,W,1400,1640,RRLIB,PLUTZ,15,SCHOTTENFELD,NULL,"This workshop is for advanced fiction writers who have completed ENG 121 or have permission from the instructor. The course emphasizes the development of each student's individual style and imagination, as well as the practical and technical concerns of a fiction writer's craft. Readings will be drawn from a wide variety of modern and contemporary writers. Students will be expected to write three original short stories as well as to revise extensively in order to explore the full range of the story's potential. Applicable English Cluster: Creative Writing.",ENG
82253,ENG 276,ADVANCED CREATIVE WRITING: POETRY,Fall 2018,4.0,Open,T,1400,1640,LCHAS,181,15,LONGENBACH J,NULL,"Poems, as William Carlos Williams once said, are machines made out of words, and in this advanced poetry workshop we will work on making the most gorgeous, gripping, and efficient machines possible. To that end, we will read both one another's poems and poems by established authors, in either case paying attention to the ways in which the authors harness aspects of their medium, the English language: syntax, diction, rhythm. The poems we write may take any shape, any form, but we will work towards understanding why a particular poem must take the shape it has; we will pay attention not so much to what the poems say as to how they say it. Requirements: weekly writing and reading assignments, revisions of assignments, devoted participation in class discussions, a final project.",ENG
84294,ENG 281,ADVANCED FEATURE WRITING,Fall 2018,4.0,Open,W,1025,1305,MOREY,403,15,BALMAIN M,NULL,"From smart planning to solid research to sparkling communication, this course nurtures skills crucial in almost any field. We’ll look at how successful feature writers bridge the gap between news and commentary, shedding light on people, places, and perplexing issues. We’ll study their methods and put them into practice as we write our own articles. Among the feature forms we’ll explore: profiles, trend pieces, investigations, science and travel stories, and color pieces. Among our topics: finding and developing ideas; digging for information; interviewing and quoting effectively and ethically; achieving the right structure and tone; fact checking; revising and pruning; and getting published. Applicable English Cluster: Media, Culture, and Communication. Please email Instructor a paragraph or two about why you would like to take the course.",ENG
26444,ENG 284,Argument and Evidence Across Contexts,Fall 2018,4.0,Open,TR,1105,1220,LCHAS,122,15,PHILLIPS K,NULL,"In this course students will investigate the following questions: What is argument? What is evidence? To answer these questions, students will also think deeply about how context does or does not shape our understanding of these concepts. For instance, what do arguments in STEM fields have in common with those in the humanities? Do different fields such as philosophy, psychology, and biology share evidence and argumentative strategies? Is the meaning of evidence static across these fields? We will begin by investigating different models of argument from philosophy and argumentation theory, and then students will use these broad models to investigate and analyze argument in academic contexts of their choice. We will also explore how these theoretical accounts of argument apply to popular contexts such as advertising, public deliberation, and journalism. Students will explore these issues through reflective writing, several short papers and a research project of their own design.",ENG
26482,ENG 286,PRESIDENTIAL RHETORIC,Fall 2018,4.0,Open,TR,1525,1640,MOREY,504,25,SMITH C,NULL,"Presidential Rhetoric, taught by former presidential speechwriter Curt Smith, helps students critically examine the public rhetoric and themes of the modern American presidency. Particular attention will be given to the symbolic nature of the office, focusing on the ability of twentieth-century presidents to communicate via a variety of forums, including the press conference, inaugural and acceptance speeches, political speech, and prime-time television address. Smith will draw on many of his experiences in Washington and with ESPN/ABC Television to link the most powerful office in the world and today's dominant medium. Applicable English Cluster: Media, Culture, and Communication [H1ENG016]",ENG
